case_date,fuerte,origin,confirmer,first_day_offset,first_date,first_lottery,first_draw_position,first_position_label,total_appearances,distinct_days,distinct_lotteries,source_reference
2026-06-23,54,35,14,1,2026-06-24,Quiniela Loteka,1,1ro,2,2,2,224826
2026-06-25,9,39,90,7,2026-07-02,Loteria Nacional,1,1ro,1,1,1,225187
2026-06-25,94,39,58,3,2026-06-28,Quiniela Leidsa,2,2do,3,2,3,224989
2026-06-29,23,42,73,2,2026-07-01,Loteria Nacional,1,1ro,4,4,3,225145
2026-06-29,48,36,97,6,2026-07-05,New York 10:30,2,2do,1,1,1,225319
2026-07-01,28,43,23,2,2026-07-03,Quiniela Loteka,1,1ro,2,1,2,225226
2026-07-06,9,39,53,3,2026-07-09,Quiniela Real,1,1ro,2,2,2,225475
2026-07-06,74,46,31,1,2026-07-07,Quiniela Real,2,2do,1,1,1,225377
2026-07-09,7,42,9,1,2026-07-10,Quiniela Leidsa,2,2do,1,1,1,225543
2026-07-09,7,42,22,1,2026-07-10,Quiniela Leidsa,2,2do,1,1,1,225543
2026-07-09,7,42,53,1,2026-07-10,Quiniela Leidsa,2,2do,1,1,1,225543
2026-07-09,23,42,77,4,2026-07-13,Quiniela Loteka,2,2do,1,1,1,225667
2026-07-10,41,39,89,1,2026-07-11,New York 10:30,2,2do,2,2,2,225590
2026-07-10,56,40,89,2,2026-07-12,New York 2:30,1,1ro,3,3,3,225609
2026-07-10,67,40,88,3,2026-07-13,Gana Mas,2,2do,1,1,1,225653
2026-07-11,40,49,4,3,2026-07-14,New York 2:30,1,1ro,1,1,1,225695
2026-07-11,83,49,3,1,2026-07-12,New York 10:30,1,1ro,1,1,1,225633
2026-07-14,46,39,19,2,2026-07-16,Quiniela Loteka,3,3ro,1,1,1,225797
2026-07-14,62,39,75,3,2026-07-17,New York 10:30,2,2do,3,2,3,225848
2026-07-14,94,39,58,1,2026-07-15,Gana Mas,3,3ro,1,1,1,225739
