activation_id,case_date,year,origin,origin_lottery,origin_draw_position,origin_source,fuerte,confirmer,confirmer_lottery,confirmer_draw_position,confirmer_source,t1_candidates,t1_group_fuerte,t1_pos_fuerte,t2_group_fuerte,t2_pos_fuerte,t2_pos_confirmer,n_confirmers,n_fuertes_same_day,other_fuertes,fuerte_appeared,first_day_offset,first_lottery,first_draw_position,fuerte_appearance_count,methodology
2019-11-02|42|7|29,2019-11-02,2019,42,Gana Mas,1,163049,7,29,Quiniela Leidsa,1,116636,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2019-11-03|31|3|30,2019-11-03,2019,31,Quiniela Loteka,1,1194,3,30,Loteria Nacional,1,109115,3|24|88|99,3|24|88|99,1,3|30|83,1,2,1,3,29|88,False,,,,0,nr-historical-relations-j1.0.0
2019-11-03|41|29|63,2019-11-03,2019,41,Quiniela Real,1,35945,29,63,Quiniela Leidsa,1,116635,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,9,1,3,3|88,True,3,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2019-11-03|31|88|79,2019-11-03,2019,31,Quiniela Loteka,1,1194,88,79,New York 10:30,1,49991,3|24|88|99,3|24|88|99,3,67|79|88,3,2,1,3,3|29,True,6,Loteria Nacional,1,1,nr-historical-relations-j1.0.0
2019-11-09|41|29|63,2019-11-09,2019,41,Quiniela Real,1,35939,29,63,Quiniela Leidsa,1,116629,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,9,1,3,56|67,True,2,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2019-11-09|40|56|41,2019-11-09,2019,40,Quiniela Loteka,1,1188,56,41,Quiniela Real,1,35939,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,2,1,3,29|67,False,,,,0,nr-historical-relations-j1.0.0
2019-11-09|40|67|88,2019-11-09,2019,40,Quiniela Loteka,1,1188,67,88,Loteria Nacional,1,109109,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,3,1,3,29|56,True,1,Quiniela Real,3,4,nr-historical-relations-j1.0.0
2019-11-10|30|57|69,2019-11-10,2019,30,New York 2:30,1,47521,57,69,Quiniela Real,1,35938,25|57,25|57,2,11|57|69|91,2,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2019-11-12|42|23|77,2019-11-12,2019,42,New York 10:30,1,49982,23,77,Gana Mas,1,163039,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,4,1,1,,True,3,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2019-11-13|38|20|2,2019-11-13,2019,38,New York 10:30,1,49981,20,2,Quiniela Real,1,35935,20|31|47|52|63|100,20|31|47|52|63|100,1,2|20,2,1,1,1,,True,6,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2019-11-14|28|53|22,2019-11-14,2019,28,Gana Mas,1,163038,53,22,Loteria Nacional,1,109104,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,3,1,2,90,True,1,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2019-11-14|46|90|22,2019-11-14,2019,46,New York 2:30,1,47517,90,22,Loteria Nacional,1,109104,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,3,1,2,53,True,1,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2019-11-16|54|96|15,2019-11-16,2019,54,Gana Mas,1,163036,96,15,New York 10:30,1,49978,96,96,1,15|96,2,1,1,1,,True,1,Loteria Nacional,3,3,nr-historical-relations-j1.0.0
2019-11-17|41|29|22,2019-11-17,2019,41,Quiniela Leidsa,1,116621,29,22,Loteria Nacional,1,109101,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,3,1,1,,True,1,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2019-11-18|39|94|58,2019-11-18,2019,39,Loteria Nacional,1,109100,94,58,New York 2:30,1,47513,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2019-11-19|40|72|26,2019-11-19,2019,40,Quiniela Leidsa,1,116619,72,26,Quiniela Real,1,35929,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,1,1,1,,True,3,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2019-11-21|42|71|89,2019-11-21,2019,42,New York 2:30,1,47510,71,89,Quiniela Leidsa,1,116617,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,5,1,1,,True,5,Gana Mas,3,1,nr-historical-relations-j1.0.0
2019-11-22|41|29|9,2019-11-22,2019,41,Loteria Nacional,1,109096,29,9,Quiniela Leidsa,1,116616,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,2,2,1,,True,3,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2019-11-22|41|29|63,2019-11-22,2019,41,Loteria Nacional,1,109096,29,63,New York 2:30,1,47509,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,9,2,1,,True,3,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2019-11-23|49|35|53,2019-11-23,2019,49,Loteria Nacional,1,109095,35,53,Quiniela Real,1,35925,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,8,1,1,,True,3,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2019-11-25|47|79|67,2019-11-25,2019,47,New York 2:30,1,47506,79,67,Quiniela Leidsa,1,116613,4|36|68|79|84,4|36|68|79|84,4,67|79|88,2,1,1,1,,True,1,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2019-11-26|39|9|22,2019-11-26,2019,39,New York 2:30,1,47505,9,22,Quiniela Leidsa,1,116612,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,3,3,2,94,False,,,,0,nr-historical-relations-j1.0.0
2019-11-26|39|9|35,2019-11-26,2019,39,New York 2:30,1,47505,9,35,Quiniela Real,1,35922,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,5,3,2,94,False,,,,0,nr-historical-relations-j1.0.0
2019-11-26|39|9|53,2019-11-26,2019,39,New York 2:30,1,47505,9,53,Loteria Nacional,1,109092,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,8,3,2,94,False,,,,0,nr-historical-relations-j1.0.0
2019-11-26|39|94|84,2019-11-26,2019,39,New York 2:30,1,47505,94,84,Gana Mas,1,163027,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,2,1,2,9,True,5,Gana Mas,1,3,nr-historical-relations-j1.0.0
2019-11-27|48|89|41,2019-11-27,2019,48,New York 10:30,1,49967,89,41,New York 2:30,1,47504,73|89,73|89,2,12|41|56|71|89,5,2,1,2,93,False,,,,0,nr-historical-relations-j1.0.0
2019-11-27|41|93|48,2019-11-27,2019,41,New York 2:30,1,47504,93,48,New York 10:30,1,49967,13|29|93,13|29|93,3,48|93|97,2,1,1,2,89,True,5,Quiniela Leidsa,3,4,nr-historical-relations-j1.0.0
2019-12-04|28|53|70,2019-12-04,2019,28,New York 10:30,1,49960,53,70,Quiniela Leidsa,1,116604,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,10,1,1,,True,1,Loteria Nacional,1,1,nr-historical-relations-j1.0.0
2019-12-05|42|7|29,2019-12-05,2019,42,New York 2:30,1,47496,7,29,New York 10:30,1,49959,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,4,2,1,,True,2,Quiniela Real,2,5,nr-historical-relations-j1.0.0
2019-12-05|42|7|53,2019-12-05,2019,42,New York 2:30,1,47496,7,53,Loteria Nacional,1,109083,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,8,2,1,,True,2,Quiniela Real,2,5,nr-historical-relations-j1.0.0
2019-12-07|26|27|68,2019-12-07,2019,26,Quiniela Real,1,35911,27,68,Quiniela Leidsa,1,116601,27|38,27|38,1,27|68|76|92,1,2,2,1,,True,4,Loteria Nacional,2,4,nr-historical-relations-j1.0.0
2019-12-07|26|27|92,2019-12-07,2019,26,Quiniela Real,1,35911,27,92,New York 2:30,1,47494,27|38,27|38,1,27|68|76|92,1,4,2,1,,True,4,Loteria Nacional,2,4,nr-historical-relations-j1.0.0
2019-12-08|34|76|68,2019-12-08,2019,34,Quiniela Loteka,1,1159,76,68,New York 2:30,1,47493,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,2,1,1,,True,5,Gana Mas,1,1,nr-historical-relations-j1.0.0
2019-12-10|43|12|56,2019-12-10,2019,43,New York 2:30,1,47491,12,56,Gana Mas,1,163014,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,3,1,3,28|41,True,2,Loteria Nacional,1,1,nr-historical-relations-j1.0.0
2019-12-10|43|28|73,2019-12-10,2019,43,New York 2:30,1,47491,28,73,New York 10:30,1,49954,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,3,1,3,12|41,True,7,New York 2:30,3,1,nr-historical-relations-j1.0.0
2019-12-10|39|41|56,2019-12-10,2019,39,Quiniela Loteka,1,1157,41,56,Gana Mas,1,163014,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,3,1,3,12|28,True,1,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2019-12-13|43|44|35,2019-12-13,2019,43,Loteria Nacional,1,109075,44,35,New York 10:30,1,49951,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,5,1,2,92,True,6,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2019-12-13|43|92|27,2019-12-13,2019,43,Loteria Nacional,1,109075,92,27,Quiniela Loteka,1,1154,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,2,2,44,True,6,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2019-12-13|43|92|76,2019-12-13,2019,43,Loteria Nacional,1,109075,92,76,Gana Mas,1,163011,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,3,2,2,44,True,6,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2019-12-14|36|85|52,2019-12-14,2019,36,Quiniela Real,1,35904,85,52,Loteria Nacional,1,109074,32|48|64|85,32|48|64|85,4,52|81|85,3,1,1,1,,True,6,Gana Mas,3,2,nr-historical-relations-j1.0.0
2019-12-16|51|34|72,2019-12-16,2019,51,Quiniela Real,1,35902,34,72,Loteria Nacional,1,109072,34|98,34|98,1,26|34|59|72,2,4,1,1,,True,2,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2019-12-19|36|48|93,2019-12-19,2019,36,New York 10:30,1,49945,48,93,Quiniela Loteka,1,1148,32|48|64|85,32|48|64|85,2,48|93|97,1,2,1,1,,True,1,New York 2:30,1,2,nr-historical-relations-j1.0.0
2019-12-20|32|77|73,2019-12-20,2019,32,Gana Mas,1,163004,77,73,New York 10:30,1,49944,77,77,1,23|28|73|77|87,4,3,1,2,89,True,2,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2019-12-20|48|89|12,2019-12-20,2019,48,New York 2:30,1,47481,89,12,Quiniela Loteka,1,1147,73|89,73|89,2,12|41|56|71|89,5,1,1,2,77,True,3,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2019-12-24|47|79|88,2019-12-24,2019,47,Quiniela Loteka,1,1143,79,88,Quiniela Real,1,35894,4|36|68|79|84,4|36|68|79|84,4,67|79|88,2,3,1,1,,True,1,New York 10:30,3,4,nr-historical-relations-j1.0.0
2019-12-25|28|26|72,2019-12-25,2019,28,New York 2:30,1,47476,26,72,New York 10:30,1,49939,21|26|53,21|26|53,2,26|34|59|72,1,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2019-12-27|34|1|10,2019-12-27,2019,34,New York 10:30,1,49937,1,10,Loteria Nacional,1,109063,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,2,42,True,7,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2019-12-27|37|42|35,2019-12-27,2019,37,Quiniela Leidsa,1,116583,42,35,Gana Mas,1,162999,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,5,1,2,1,True,1,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2019-12-28|35|54|14,2019-12-28,2019,35,New York 2:30,1,47473,54,14,New York 10:30,1,49936,6|11|43|54|86,6|11|43|54|86,4,14|54,2,1,1,1,,True,3,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2020-01-04|40|67|88,2020-01-04,2020,40,Gana Mas,1,162993,67,88,Quiniela Real,1,35883,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-01-05|48|73|23,2020-01-05,2020,48,Gana Mas,1,162992,73,23,Quiniela Real,1,35882,73|89,73|89,1,23|28|73|77|87,3,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-01-06|28|26|72,2020-01-06,2020,28,New York 10:30,1,49927,26,72,Gana Mas,1,162991,21|26|53,21|26|53,2,26|34|59|72,1,4,1,1,,True,1,Gana Mas,3,3,nr-historical-relations-j1.0.0
2020-01-07|39|9|44,2020-01-07,2020,39,Quiniela Real,1,35880,9,44,Quiniela Loteka,1,1134,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,7,1,4,90|91|94,True,4,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2020-01-07|46|90|44,2020-01-07,2020,46,New York 10:30,1,49926,90,44,Quiniela Loteka,1,1134,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,7,1,4,9|91|94,True,2,Gana Mas,1,1,nr-historical-relations-j1.0.0
2020-01-07|44|91|69,2020-01-07,2020,44,Quiniela Loteka,1,1134,91,69,Loteria Nacional,1,109054,22|59|70|75|91,22|59|70|75|91,5,11|57|69|91,4,3,1,4,9|90|94,True,3,Gana Mas,2,4,nr-historical-relations-j1.0.0
2020-01-07|39|94|58,2020-01-07,2020,39,Quiniela Real,1,35880,94,58,Gana Mas,1,162990,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,1,1,4,9|90|91,True,1,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2020-01-08|48|73|23,2020-01-08,2020,48,New York 10:30,1,49925,73,23,New York 2:30,1,47462,73|89,73|89,1,23|28|73|77|87,3,1,1,1,,True,6,New York 10:30,3,1,nr-historical-relations-j1.0.0
2020-01-09|28|53|90,2020-01-09,2020,28,Quiniela Real,1,35878,53,90,Gana Mas,1,162988,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,11,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-01-10|40|8|80,2020-01-10,2020,40,Loteria Nacional,1,109051,8,80,Quiniela Loteka,1,1131,8|19|51|56|67|72,8|19|51|56|67|72,1,8|80,1,2,1,2,77,True,2,Loteria Nacional,3,3,nr-historical-relations-j1.0.0
2020-01-10|32|77|23,2020-01-10,2020,32,Quiniela Leidsa,1,116574,77,23,Gana Mas,1,162987,77,77,1,23|28|73|77|87,4,1,1,2,8,True,6,New York 10:30,3,1,nr-historical-relations-j1.0.0
2020-01-19|26|27|92,2020-01-19,2020,26,Quiniela Real,1,35868,27,92,New York 2:30,1,47451,27|38,27|38,1,27|68|76|92,1,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-01-20|38|31|74,2020-01-20,2020,38,Loteria Nacional,1,109041,31,74,New York 10:30,1,49913,20|31|47|52|63|100,20|31|47|52|63|100,2,31|74,1,2,1,3,52|63,True,1,New York 2:30,2,2,nr-historical-relations-j1.0.0
2020-01-20|38|52|85,2020-01-20,2020,38,Loteria Nacional,1,109041,52,85,Gana Mas,1,162977,20|31|47|52|63|100,20|31|47|52|63|100,4,52|81|85,1,3,1,3,31|63,True,4,New York 10:30,2,1,nr-historical-relations-j1.0.0
2020-01-20|38|63|44,2020-01-20,2020,38,Loteria Nacional,1,109041,63,44,Quiniela Real,1,35867,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,7,1,3,31|52,True,6,New York 2:30,2,2,nr-historical-relations-j1.0.0
2020-01-22|38|31|74,2020-01-22,2020,38,New York 2:30,1,47448,31,74,Quiniela Loteka,1,1119,20|31|47|52|63|100,20|31|47|52|63|100,2,31|74,1,2,1,3,52|63,True,3,New York 2:30,1,3,nr-historical-relations-j1.0.0
2020-01-22|38|52|85,2020-01-22,2020,38,New York 2:30,1,47448,52,85,Quiniela Real,1,35865,20|31|47|52|63|100,20|31|47|52|63|100,4,52|81|85,1,3,1,3,31|63,True,2,New York 10:30,2,1,nr-historical-relations-j1.0.0
2020-01-22|38|63|70,2020-01-22,2020,38,New York 2:30,1,47448,63,70,Quiniela Leidsa,1,116562,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,10,1,3,31|52,True,4,New York 2:30,2,2,nr-historical-relations-j1.0.0
2020-01-26|44|22|7,2020-01-26,2020,44,Gana Mas,1,162973,22,7,New York 2:30,1,47444,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,1,1,3,59|70,False,,,,0,nr-historical-relations-j1.0.0
2020-01-26|44|59|34,2020-01-26,2020,44,Gana Mas,1,162973,59,34,New York 10:30,1,49907,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,2,1,3,22|70,False,,,,0,nr-historical-relations-j1.0.0
2020-01-26|44|70|7,2020-01-26,2020,44,Gana Mas,1,162973,70,7,New York 2:30,1,47444,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,1,1,3,22|59,True,7,New York 2:30,3,1,nr-historical-relations-j1.0.0
2020-01-29|44|75|62,2020-01-29,2020,44,Loteria Nacional,1,109033,75,62,Quiniela Loteka,1,1113,22|59|70|75|91,22|59|70|75|91,4,62|75,2,1,1,1,,True,3,Loteria Nacional,2,2,nr-historical-relations-j1.0.0
2020-01-30|42|71|89,2020-01-30,2020,42,Gana Mas,1,162969,71,89,Quiniela Loteka,1,1112,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,5,1,1,,True,3,Quiniela Leidsa,3,2,nr-historical-relations-j1.0.0
2020-01-31|33|2|20,2020-01-31,2020,33,Gana Mas,1,162968,2,20,Quiniela Leidsa,1,116553,2|39|82|87,2|39|82|87,1,2|20,1,2,1,2,87,True,6,New York 2:30,2,1,nr-historical-relations-j1.0.0
2020-01-31|33|87|23,2020-01-31,2020,33,Gana Mas,1,162968,87,23,Quiniela Loteka,1,1111,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,1,1,2,2,False,,,,0,nr-historical-relations-j1.0.0
2020-02-02|48|73|23,2020-02-02,2020,48,New York 10:30,1,49900,73,23,Quiniela Loteka,1,1109,73|89,73|89,1,23|28|73|77|87,3,1,1,1,,True,3,New York 10:30,2,1,nr-historical-relations-j1.0.0
2020-02-08|35|54|14,2020-02-08,2020,35,Quiniela Leidsa,1,116548,54,14,Loteria Nacional,1,109023,6|11|43|54|86,6|11|43|54|86,4,14|54,2,1,1,2,80,True,3,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2020-02-08|45|80|8,2020-02-08,2020,45,New York 10:30,1,49894,80,8,Quiniela Real,1,35848,69|80,69|80,2,8|80,2,1,1,2,54,True,4,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2020-02-09|49|40|4,2020-02-09,2020,49,Quiniela Leidsa,1,116547,40,4,Quiniela Real,1,35847,35|40|83,35|40|83,2,4|40,2,1,1,1,,True,2,New York 10:30,2,1,nr-historical-relations-j1.0.0
2020-02-11|49|35|63,2020-02-11,2020,49,Quiniela Real,1,35845,35,63,Quiniela Leidsa,1,116545,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,9,1,1,,True,2,Quiniela Leidsa,1,4,nr-historical-relations-j1.0.0
2020-02-13|35|11|57,2020-02-13,2020,35,Quiniela Leidsa,1,116543,11,57,Gana Mas,1,162956,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,2,1,1,,True,4,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2020-02-17|35|11|69,2020-02-17,2020,35,New York 2:30,1,47422,11,69,New York 10:30,1,49885,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,3,1,3,40|77,True,2,Quiniela Leidsa,3,1,nr-historical-relations-j1.0.0
2020-02-17|49|40|4,2020-02-17,2020,49,Gana Mas,1,162953,40,4,Quiniela Real,1,35840,35|40|83,35|40|83,2,4|40,2,1,1,3,11|77,False,,,,0,nr-historical-relations-j1.0.0
2020-02-17|32|77|23,2020-02-17,2020,32,Quiniela Leidsa,1,116540,77,23,Quiniela Loteka,1,1098,77,77,1,23|28|73|77|87,4,1,1,3,11|40,True,4,Gana Mas,1,1,nr-historical-relations-j1.0.0
2020-02-19|42|7|70,2020-02-19,2020,42,New York 2:30,1,47420,7,70,Quiniela Loteka,1,1096,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,10,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-02-21|35|11|91,2020-02-21,2020,35,Loteria Nacional,1,109011,11,91,Quiniela Real,1,35836,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,4,1,4,28|44|92,True,4,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2020-02-21|43|28|77,2020-02-21,2020,43,Quiniela Leidsa,1,116536,28,77,Gana Mas,1,162949,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,4,1,4,11|44|92,True,1,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2020-02-21|43|44|35,2020-02-21,2020,43,Quiniela Leidsa,1,116536,44,35,Loteria Nacional,1,109011,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,5,1,4,11|28|92,False,,,,0,nr-historical-relations-j1.0.0
2020-02-21|43|92|27,2020-02-21,2020,43,Quiniela Leidsa,1,116536,92,27,Quiniela Loteka,1,1094,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,1,4,11|28|44,True,1,Loteria Nacional,1,3,nr-historical-relations-j1.0.0
2020-02-23|43|44|63,2020-02-23,2020,43,New York 2:30,1,47416,44,63,Quiniela Loteka,1,1092,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,9,1,1,,True,7,Gana Mas,3,1,nr-historical-relations-j1.0.0
2020-02-24|46|58|84,2020-02-24,2020,46,Gana Mas,1,162946,58,84,Quiniela Loteka,1,1091,37|58|74|90,37|58|74|90,2,58|84|94,1,2,1,2,90,True,6,New York 10:30,1,1,nr-historical-relations-j1.0.0
2020-02-24|46|90|63,2020-02-24,2020,46,Gana Mas,1,162946,90,63,Quiniela Real,1,35833,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,9,1,2,58,True,1,Quiniela Loteka,1,3,nr-historical-relations-j1.0.0
2020-02-25|49|35|90,2020-02-25,2020,49,Quiniela Real,1,35832,35,90,Quiniela Loteka,1,1090,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,11,1,1,,True,4,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2020-02-27|36|48|97,2020-02-27,2020,36,Quiniela Loteka,1,1088,48,97,Quiniela Leidsa,1,116530,32|48|64|85,32|48|64|85,2,48|93|97,1,3,1,1,,True,2,New York 10:30,3,3,nr-historical-relations-j1.0.0
2020-02-28|33|2|20,2020-02-28,2020,33,Quiniela Loteka,1,1087,2,20,Gana Mas,1,162943,2|39|82|87,2|39|82|87,1,2|20,1,2,1,2,87,True,2,New York 2:30,2,3,nr-historical-relations-j1.0.0
2020-02-28|33|87|23,2020-02-28,2020,33,Quiniela Loteka,1,1087,87,23,Quiniela Real,1,35829,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,1,1,2,2,True,1,Loteria Nacional,2,3,nr-historical-relations-j1.0.0
2020-03-01|40|56|71,2020-03-01,2020,40,Quiniela Real,1,35827,56,71,Gana Mas,1,162941,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,4,1,1,,True,7,Gana Mas,1,1,nr-historical-relations-j1.0.0
2020-03-02|44|22|90,2020-03-02,2020,44,Loteria Nacional,1,109002,22,90,Quiniela Loteka,1,1084,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,11,1,2,70,True,4,New York 10:30,1,1,nr-historical-relations-j1.0.0
2020-03-02|44|70|90,2020-03-02,2020,44,Loteria Nacional,1,109002,70,90,Quiniela Loteka,1,1084,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,11,1,2,22,True,4,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2020-03-03|47|4|40,2020-03-03,2020,47,Gana Mas,1,162940,4,40,Quiniela Real,1,35825,4|36|68|79|84,4|36|68|79|84,1,4|40,1,2,1,1,,True,5,New York 10:30,1,2,nr-historical-relations-j1.0.0
2020-03-07|47|68|27,2020-03-07,2020,47,Quiniela Loteka,1,1081,68,27,New York 2:30,1,47403,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2020-03-08|41|29|70,2020-03-08,2020,41,New York 2:30,1,47402,29,70,Quiniela Leidsa,1,116522,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,10,1,1,,True,4,New York 2:30,1,1,nr-historical-relations-j1.0.0
2020-03-10|28|53|70,2020-03-10,2020,28,New York 10:30,2,49863,53,70,Loteria Nacional,1,108994,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,10,1,1,,True,2,New York 2:30,2,4,nr-historical-relations-j1.0.0
2020-03-11|40|8|80,2020-03-11,2020,40,New York 2:30,1,47399,8,80,Quiniela Real,1,35817,8|19|51|56|67|72,8|19|51|56|67|72,1,8|80,1,2,1,3,19|85,True,6,New York 2:30,3,2,nr-historical-relations-j1.0.0
2020-03-11|40|19|86,2020-03-11,2020,40,New York 2:30,1,47399,19,86,Loteria Nacional,1,108993,8|19|51|56|67|72,8|19|51|56|67|72,2,19|46|86,1,3,1,3,8|85,False,,,,0,nr-historical-relations-j1.0.0
2020-03-11|36|85|81,2020-03-11,2020,36,New York 10:30,1,49862,85,81,Gana Mas,1,162932,32|48|64|85,32|48|64|85,4,52|81|85,3,2,1,3,8|19,True,4,New York 10:30,1,2,nr-historical-relations-j1.0.0
2020-03-12|39|9|29,2020-03-12,2020,39,Quiniela Leidsa,1,116518,9,29,New York 2:30,1,47398,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
